Unnamed: 0;Место;Пилот;Команда;Отставание/Сход;gp_ind
1774;7;99;43;+42.6;77
1775;8;98;16;+51.0;77
1776;9;38;24;+53.4;77
1777;10;145;39;+56.5;77
1778;11;83;30;+63.8;77
1779;12;27;43;+72.6;77
1780;13;17;48;+93.8;77
1781;14;66;48;+95.4;77
1782;15;24;27;+1 круг;77
1783;16;87;12;+1 круг;77
1784;17;149;27;+1 круг;77
1785;18;31;12;+1 круг;77
1786;НК;103;31;DNF;77
1787;НК;124;37;DNF;77
1788;НК;117;16;DNF;77
1789;НК;39;39;DNF;77
1790;1;128;37;Победитель;78
1791;2;93;24;+9.1;78
1792;3;38;24;+19.5;78
1793;4;98;16;+21.7;78
1794;5;144;31;+35.2;78
1795;6;83;30;+35.9;78
1796;7;124;37;+37.2;78
1797;8;1;15;+37.5;78
1798;9;103;31;+41.1;78
1799;10;13;30;+46.6;78
1800;11;66;48;+66.4;78
1801;12;145;39;+72.9;78
1802;13;117;16;+76.7;78
1803;14;17;48;+81.5;78
1804;15;68;15;+86.3;78
1805;16;99;43;+1 круг;78
1806;17;87;12;+1 круг;78
1807;18;39;39;+1 круг;78
1808;19;24;27;+1 круг;78
1809;20;149;27;+1 круг;78
1810;21;31;12;+2 круга;78
1811;НК;27;43;DNF;78
1812;1;1;15;Победитель;79
1813;2;93;24;+9.3;79
1814;3;68;15;+26.0;79
1815;4;128;37;+38.2;79
1816;5;124;37;+47.9;79
1817;6;103;31;+68.0;79
1818;7;98;16;+68.9;79
1819;8;13;30;+79.5;79
1820;9;83;30;+81.7;79
1821;10;99;43;+1 круг;79
1822;11;39;39;+1 круг;79
1823;12;144;31;+1 круг;79
1824;13;117;16;+1 круг;79
1825;14;66;48;+1 круг;79
1826;15;145;39;+1 круг;79
1827;16;17;48;+1 круг;79
1828;17;87;12;+1 круг;79
1829;18;24;27;+2 круга;79
1830;19;149;27;+2 круга;79
1831;НК;27;43;DNF;79
1832;НК;31;12;DNF;79
1833;НК;38;24;DNF;79
1834;1;103;31;Победитель;80
1835;2;128;37;+3.8;80
1836;3;124;37;+6.3;80
1837;4;144;31;+13.8;80
1838;5;117;16;+21.4;80
1839;6;13;30;+23.1;80
1840;7;1;15;+26.7;80
1841;8;27;43;+27.2;80
1842;9;98;16;+27.6;80
1843;10;93;24;+36.5;80
1844;11;145;39;+42.5;80
1845;12;17;48;+42.6;80
1846;13;39;39;+43.2;80
1847;14;149;27;+49.8;80
1848;15;31;12;+62.5;80
1849;16;83;30;+6 кругов;80
1850;НК;38;24;DNF;80
1851;НК;99;43;DNF;80
1852;НК;24;27;DNF;80
1853;НК;66;48;DNF;80
1854;НК;68;15;DNF;80
1855;НК;87;12;DNF;80
1856;1;128;37;Победитель;81
1857;2;1;15;+14.4;81
1858;3;144;31;+15.9;81
1859;4;124;37;+25.7;81
1860;5;103;31;+69.7;81
1861;6;27;43;+1 круг;81
1862;7;98;16;+1 круг;81
1863;8;68;15;+1 круг;81
1864;9;93;24;+1 круг;81
1865;10;117;16;+1 круг;81
1866;11;83;30;+1 круг;81
1867;12;13;30;+1 круг;81
1868;13;38;24;+1 круг;81
1869;14;17;48;+1 круг;81
1870;15;99;43;+2 круга;81
1871;16;66;48;+2 круга;81
1872;17;24;27;+2 круга;81
1873;18;87;12;+3 круга;81
1874;19;149;27;+3 круга;81
1875;20;39;39;DNF;81
1876;НК;145;39;DNF;81
1877;НК;31;12;DNF;81
1878;1;103;31;Победитель;82
1879;2;124;37;+0.7;82
1880;3;1;15;+7.1;82
1881;4;144;31;+7.7;82
1882;5;93;24;+11.2;82
1883;6;68;15;+14.5;82
1884;7;117;16;+16.3;82
1885;8;99;43;+16.5;82
1886;9;98;16;+17.9;82
1887;10;145;39;+19.7;82
1888;11;66;48;+21.1;82
1889;12;17;48;+25.0;82
1890;13;13;30;+25.9;82
1891;14;39;39;+26.2;82
1892;15;87;12;+31.6;82
1893;16;24;27;+36.0;82
1894;17;149;27;+67.6;82
1895;18;31;12;+67.7;82
1896;19;38;24;DNF;82
1897;20;83;30;DNF;82
1898;НК;128;37;DNF;82
1899;НК;27;43;DNF;82
1900;1;128;37;Победитель;83
1901;2;93;24;+1.0;83
1902;3;38;24;+5.8;83
1903;4;1;15;+7.7;83
1904;5;144;31;+26.9;83
1905;6;13;30;+27.9;83
1906;7;124;37;+37.5;83
1907;8;83;30;+38.3;83
1908;9;103;31;+46.8;83
1909;10;145;39;+49.8;83
1910;11;98;16;+53.7;83
1911;12;99;43;+56.9;83
1912;13;117;16;+57.7;83
1913;14;39;39;+60.1;83
1914;15;66;48;+61.9;83
1915;16;17;48;+1 круг;83
1916;17;87;12;+1 круг;83
1917;18;31;12;+1 круг;83
1918;19;149;27;+1 круг;83
1919;НК;27;43;DNF;83
1920;НК;24;27;DNF;83
1921;НК;68;15;DNF;83
1922;1;144;31;Победитель;84
1923;2;93;24;+10.9;84
1924;3;128;37;+12.4;84
1925;4;124;37;+18.0;84
1926;5;1;15;+31.4;84
1927;6;38;24;+52.2;84
1928;7;13;30;+53.8;84
1929;8;68;15;+56.4;84
1930;9;83;30;+1 круг;84
1931;10;66;48;+1 круг;84
1932;11;145;39;+1 круг;84
1933;12;27;43;+1 круг;84
1934;13;99;43;+1 круг;84
1935;14;31;12;+2 круга;84
1936;15;87;12;+2 круга;84
1937;16;24;27;+3 круга;84
1938;17;149;27;+3 круга;84
1939;18;98;16;DNF;84
1940;19;103;31;DNF;84
1941;НК;17;48;DNF;84
1942;НК;39;39;DNF;84
1943;НК;117;16;DNF;84
1944;1;128;37;Победитель;85
1945;2;1;15;+16.8;85
1946;3;144;31;+27.7;85
1947;4;103;31;+29.8;85
1948;5;124;37;+33.8;85
1949;6;13;30;+40.7;85
1950;7;68;15;+53.9;85
1951;8;38;24;+55.8;85
1952;9;117;16;+69.5;85
1953;10;99;43;+73.4;85
1954;11;83;30;+81.9;85
1955;12;27;43;+86.7;85
1956;13;145;39;+88.2;85
1957;14;39;39;+100.3;85
1958;15;17;48;+107.3;85
1959;16;31;12;+1 круг;85
1960;17;66;48;+1 круг;85
1961;18;24;27;+1 круг;85
1962;19;149;27;+1 круг;85
1963;НК;98;16;DNF;85
1964;НК;93;24;DNF;85
1965;НК;87;12;DNF;85
1966;1;128;37;Победитель;86
1967;2;1;15;+5.4;86
1968;3;124;37;+6.3;86
1969;4;68;15;+9.3;86
1970;5;145;39;+10.3;86
1971;6;103;31;+10.9;86
1972;7;99;43;+32.3;86
1973;8;38;24;+33.1;86
1974;9;144;31;+33.5;86
1975;10;13;30;+38.3;86
1976;11;93;24;+38.6;86
1977;12;83;30;+39.7;86
1978;13;39;39;+40.8;86
1979;14;66;48;+49.0;86
1980;15;17;48;+56.8;86
1981;16;117;16;DNF;86
1982;17;87;12;+1 круг;86
1983;18;31;12;+1 круг;86
1984;19;24;27;+1 круг;86
1985;20;149;27;+1 круг;86
1986;НК;27;43;DNF;86
1987;НК;98;16;DNF;86
1988;1;128;37;Победитель;87
1989;2;1;15;+32.6;87
1990;3;93;24;+43.9;87
1991;4;103;31;+51.1;87
1992;5;144;31;+53.1;87
1993;6;68;15;+63.8;87
1994;7;13;30;+83.3;87
1995;8;83;30;+83.8;87
1996;9;145;39;+84.2;87
1997;10;117;16;+84.6;87
1998;11;66;48;+88.4;87
1999;12;39;39;+97.8;87
2000;13;17;48;+105.0;87
2001;14;27;43;+113.3;87
2002;15;124;37;DNF;87
2003;16;31;12;+1 круг;87
2004;17;149;27;+1 круг;87
2005;18;24;27;+1 круг;87
2006;19;87;12;+1 круг;87
2007;20;98;16;DNF;87
2008;НК;38;24;DNF;87
2009;НК;99;43;DNF;87
2010;1;128;37;Победитель;88
2011;2;93;24;+4.2;88
2012;3;38;24;+4.9;88
2013;4;145;39;+24.1;88
2014;5;144;31;+25.2;88
2015;6;1;15;+26.1;88
2016;7;103;31;+26.6;88
2017;8;13;30;+32.2;88
2018;9;68;15;+34.3;88
2019;10;83;30;+35.1;88
2020;11;39;39;+35.9;88
2021;12;17;48;+47.0;88
2022;13;66;48;+50.0;88
2023;14;87;12;+63.5;88
2024;15;31;12;+64.5;88
2025;16;24;27;+67.9;88
2026;17;149;27;+72.8;88
2027;18;27;43;DNF;88
2028;19;99;43;DNF;88
2029;20;117;16;DNF;88
2030;НК;124;37;DNF;88
2031;НК;98;16;DNF;88
2032;1;128;37;Победитель;89
2033;2;124;37;+7.1;89
2034;3;38;24;+9.9;89
2035;4;1;15;+45.6;89
2036;5;93;24;+47.3;89
2037;6;145;39;+51.6;89
2038;7;39;39;+71.6;89
2039;8;103;31;+72.0;89
2040;9;13;30;+80.8;89
2041;10;68;15;+89.2;89
2042;11;98;16;+98.5;89
2043;12;27;43;+1 круг;89
2044;13;99;43;+1 круг;89
2045;14;117;16;+1 круг;89
2046;15;83;30;+1 круг;89
2047;16;66;48;+1 круг;89
2048;17;17;48;+1 круг;89
2049;18;87;12;+1 круг;89
2050;19;149;27;+1 круг;89
2051;НК;144;31;DNF;89
2052;НК;31;12;DNF;89
2053;НК;24;27;DNF;89
2054;1;128;37;Победитель;90
2055;2;103;31;+29.8;90
2056;3;38;24;+39.8;90
2057;4;68;15;+41.6;90
2058;5;83;30;+43.8;90
2059;6;144;31;+52.4;90
2060;7;93;24;+67.9;90
2061;8;98;16;+72.8;90
2062;9;117;16;+74.7;90
2063;10;99;43;+76.2;90
2064;11;1;15;+78.2;90
2065;12;66;48;+78.9;90
2066;13;27;43;+1 круг;90
2067;14;13;30;+1 круг;90
2068;15;39;39;+1 круг;90
2069;16;17;48;+1 круг;90
2070;17;149;27;+2 круга;90
2071;18;24;27;+2 круга;90
2072;19;145;39;DNF;90
2073;НК;124;37;DNF;90
2074;НК;87;12;DNF;90
2075;НК;31;12;DNF;90
2076;1;128;37;Победитель;91
2077;2;124;37;+30.8;91
2078;3;103;31;+33.6;91
2079;4;38;24;+34.8;91
2080;5;1;15;+67.1;91
2081;6;98;16;+78.1;91
2082;7;144;31;+79.2;91
2083;8;68;15;+82.8;91
2084;9;83;30;+91.1;91
2085;10;117;16;+93.2;91
2086;11;66;48;+95.9;91
2087;12;13;30;+103.6;91
2088;13;39;39;+111.3;91
2089;14;145;39;+1 круг;91
2090;15;17;48;+1 круг;91
2091;16;99;43;+1 круг;91
2092;17;27;43;+1 круг;91
2093;18;31;12;+1 круг;91
2094;19;87;12;+1 круг;91
2095;20;24;27;+2 круга;91
2096;21;149;27;+2 круга;91
2097;НК;93;24;DNF;91
2098;1;128;37;Победитель;92
2099;2;38;24;+6.2;92
2100;3;124;37;+8.3;92
2101;4;144;31;+27.3;92
2102;5;1;15;+29.5;92
2103;6;145;39;+30.4;92
2104;7;83;30;+46.6;92
2105;8;17;48;+54.5;92
2106;9;103;31;+59.1;92
2107;10;13;30;+77.2;92
2108;11;99;43;+81.0;92
2109;12;68;15;+86.9;92
2110;13;39;39;+91.7;92
2111;14;53;24;+95.0;92
2112;15;98;16;+96.8;92
2113;16;27;43;+104.5;92
2114;17;66;48;+1 круг;92
2115;18;24;27;+1 круг;92
2116;19;31;12;+1 круг;92
2117;20;87;12;+1 круг;92
2118;21;149;27;+2 круга;92
2119;НК;117;16;DNF;92
2120;1;128;37;Победитель;93
2121;2;124;37;+10.4;93
2122;3;1;15;+18.9;93
2123;4;13;30;+37.3;93
2124;5;103;31;+39.0;93
2125;6;83;30;+44.0;93
2126;7;68;15;+49.1;93
2127;8;145;39;+64.2;93
2128;9;144;31;+72.9;93
2129;10;99;43;+1 круг;93
2130;11;98;16;+1 круг;93
2131;12;39;39;+1 круг;93
2132;13;117;16;+1 круг;93
2133;14;53;24;+1 круг;93
2134;15;27;43;+1 круг;93
2135;16;66;48;+1 круг;93
2136;17;24;27;+2 круга;93
2137;18;31;12;+2 круга;93
2138;19;149;27;+2 круга;93
2139;НК;87;12;DNF;93
2140;НК;17;48;DNF;93
2141;НК;38;24;DNF;93
2142;1;103;31;Победитель;94
2143;2;63;30;+26.7;94
2144;3;13;30;+30.0;94
2145;4;1;15;+35.2;94
2146;5;17;48;+47.6;94
2147;6;145;16;+50.7;94
2148;7;93;15;+57.6;94
2149;8;27;43;+60.4;94
2150;9;49;43;+63.5;94
2151;10;83;16;+85.9;94
2152;11;117;39;+1 круг;94
2153;12;39;39;+1 круг;94
2154;13;149;27;+2 круга;94
2155;НК;24;27;DNF;94
2156;НК;38;24;DNF;94
2157;НК;66;24;DNF;94
2158;НК;156;12;DNF;94
2159;НК;128;37;DNF;94
2160;НК;144;31;DNF;94
2161;НК;68;48;DNF;94
2162;НК;52;12;DNF;94
2163;Дскв;99;37;+24.5;94
2164;1;144;31;Победитель;95
2165;2;103;31;+17.3;95
2166;3;128;37;+24.5;95
2167;4;1;15;+35.9;95
2168;5;145;16;+47.1;95
2169;6;13;30;+83.6;95
2170;7;68;48;+85.0;95
2171;8;17;48;+85.5;95
2172;9;63;30;+1 круг;95
2173;10;49;43;+1 круг;95
2174;11;38;24;+1 круг;95
2175;12;93;15;+1 круг;95
2176;13;52;12;+1 круг;95
2177;14;156;12;+2 круга;95
2178;15;149;27;+2 круга;95
2179;НК;99;37;DNF;95
2180;НК;39;39;DNF;95
2181;НК;117;39;DNF;95
2182;НК;27;43;DNF;95
2183;НК;24;27;DNF;95
2184;НК;66;24;DNF;95
2185;НК;83;16;Не стартовал;95
2186;1;144;31;Победитель;96
2187;2;103;31;+1.0;96
2188;3;83;16;+24.0;96
2189;4;99;37;+24.4;96
2190;5;145;16;+28.6;96
2191;6;128;37;+29.8;96
2192;7;68;48;+31.2;96
2193;8;17;48;+31.8;96
2194;9;1;15;+32.5;96
2195;10;93;15;+33.4;96
2196;11;49;43;+41.3;96
2197;12;38;24;+43.1;96
2198;13;149;27;+59.9;96
2199;14;66;24;+62.8;96
2200;15;52;12;+87.9;96
2201;16;24;27;+1 круг;96
2202;17;13;30;DNF;96
2203;НК;63;30;DNF;96
2204;НК;39;39;DNF;96
2205;НК;156;12;DNF;96
2206;НК;27;43;DNF;96
2207;НК;117;39;DNF;96
2208;1;144;31;Победитель;97
2209;2;103;31;+18.0;97
2210;3;1;15;+23.6;97
2211;4;99;37;+27.1;97
2212;5;128;37;+47.8;97
2213;6;145;16;+54.3;97
2214;7;17;48;+55.7;97
2215;8;93;15;+76.3;97
2216;9;83;16;+82.6;97
2217;10;49;43;+1 круг;97
2218;11;13;30;+1 круг;97
2219;12;27;43;+1 круг;97
2220;13;63;30;+1 круг;97
2221;14;66;24;+1 круг;97
2222;15;68;48;+1 круг;97
2223;16;39;39;+1 круг;97
2224;17;24;27;+1 круг;97
2225;18;52;12;+1 круг;97
2226;19;149;27;+2 круга;97
2227;20;156;12;+2 круга;97
2228;НК;38;24;DNF;97
2229;НК;117;39;DNF;97
2230;1;144;31;Победитель;98
2231;2;103;31;+0.6;98
2232;3;99;37;+49.0;98
2233;4;128;37;+76.7;98
2234;5;17;48;+79.2;98
2235;6;1;15;+87.7;98
2236;7;93;15;+1 круг;98
2237;8;38;24;+1 круг;98
2238;9;83;16;+1 круг;98
2239;10;145;16;+1 круг;98
2240;11;13;30;+1 круг;98
2241;12;63;30;+1 круг;98
2242;13;68;48;+1 круг;98
2243;14;49;43;+1 круг;98
2244;15;66;24;+1 круг;98
2245;16;39;39;+1 круг;98
2246;17;117;39;+1 круг;98
2247;18;24;27;+2 круга;98
2248;19;149;27;+2 круга;98
2249;20;156;12;+2 круга;98
2250;НК;52;12;DNF;98
2251;НК;27;43;DNF;98
2252;1;103;31;Победитель;99
2253;2;144;31;+9.2;99
2254;3;99;37;+9.6;99
2255;4;1;15;+32.4;99
2256;5;145;16;+1 круг;99
2257;6;13;30;+1 круг;99
2258;7;68;48;+1 круг;99
2259;8;38;24;+1 круг;99
2260;9;24;27;+1 круг (+5 Шт)*;99
2261;10;63;30;+1 круг;99
2262;11;156;12;+1 круг;99
2263;12;93;15;+1 круг;99
2264;13;52;12;+2 круга;99
2265;14;149;27;+2 круга;99
2266;НК;39;39;DNF;99
2267;НК;17;48;DNF;99
2268;НК;27;43;DNF;99
2269;НК;117;39;DNF;99
2270;НК;49;43;DNF;99
2271;НК;128;37;DNF;99
2272;НК;83;16;DNF;99
2273;НК;66;24;DNF;99
2274;1;99;37;Победитель;100
2275;2;103;31;+4.2;100
2276;3;128;37;+5.2;100
2277;4;13;30;+11.7;100
2278;5;145;16;+12.8;100
2279;6;1;15;+14.8;100
2280;7;17;48;+23.5;100
2281;8;27;43;+28.0;100
2282;9;63;30;+29.2;100
2283;10;93;15;+53.6;100
2284;11;83;16;DNF;100
2285;12;68;48;DNF;100
2286;13;117;39;+1 круг;100
2287;14;39;39;DNF;100
2288;НК;38;24;DNF;100
2289;НК;49;43;DNF;100
2290;НК;144;31;DNF;100
2291;НК;52;12;DNF;100
2292;НК;66;24;DNF;100
2293;НК;156;12;DNF;100
2294;НК;24;27;DNF;100
2295;НК;149;27;DNF;100
2296;1;103;31;Победитель;101
2297;2;144;31;+1.9;101
2298;3;17;48;+8.1;101
2299;4;68;48;+17.3;101
2300;5;1;15;+18.5;101
2301;6;83;16;+28.5;101
2302;7;63;30;+32.0;101
2303;8;99;37;+43.5;101
2304;9;145;16;+44.1;101
2305;10;93;15;+47.7;101
2306;11;13;30;+50.9;101
2307;12;66;24;+1 круг;101
2308;13;117;39;+1 круг;101
2309;14;38;24;+1 круг;101
2310;15;24;27;+2 круга;101
2311;16;52;12;+2 круга;101
2312;17;149;27;+2 круга;101
2313;18;156;12;+2 круга;101
2314;19;39;39;+2 круга;101
2315;НК;27;43;DNF;101
2316;НК;128;37;DNF;101
2317;НК;49;43;DNF;101
2318;1;144;31;Победитель;102
2319;2;17;48;+30.1;102
2320;3;99;37;+46.4;102
2321;4;13;30;+47.3;102
2322;5;128;37;+53.8;102
2323;6;1;15;+59.9;102
2324;7;63;30;+62.5;102
2325;8;145;16;+88.6;102
2326;9;49;43;+89.3;102
2327;10;27;43;+1 круг;102
2328;11;83;16;+1 круг;102
2329;12;38;24;+1 круг;102
2330;13;117;39;+1 круг;102
2331;14;24;27;+1 круг;102
2332;15;52;12;+2 круга;102
2333;16;149;27;+2 круга;102
2334;17;66;24;DNF;102
2335;НК;103;31;DNF;102
2336;НК;156;12;DNF;102
2337;НК;39;39;DNF;102
2338;НК;68;48;DNF;102
2339;НК;93;15;DNF;102
2340;1;103;31;Победитель;103
2341;2;17;48;+20.7;103
2342;3;144;31;+22.5;103
2343;4;128;37;+44.0;103
2344;5;1;15;+52.4;103
2345;6;99;37;+52.5;103
2346;7;145;16;+64.1;103
2347;8;13;30;+84.7;103
2348;9;63;30;+1 круг;103
2349;10;83;16;+1 круг;103
2350;11;93;15;+1 круг;103
2351;12;66;24;+1 круг;103
2352;13;27;43;+1 круг;103
2353;14;39;39;+1 круг;103
2354;15;24;27;+1 круг;103
2355;16;52;12;+2 круга;103
2356;17;149;27;+2 круга;103
2357;18;156;12;+2 круга;103
2358;НК;117;39;DNF;103
2359;НК;49;43;DNF;103
2360;НК;38;24;DNF;103
2361;НК;68;48;DNF;103
2362;1;99;37;Победитель;104
2363;2;1;15;+5.2;104
2364;3;144;31;+5.8;104
2365;4;103;31;+6.3;104
2366;5;68;48;+29.8;104
2367;6;93;15;+31.4;104
2368;7;128;37;+40.9;104
2369;8;17;48;+41.3;104
2370;9;27;43;+58.5;104
2371;10;13;30;+67.2;104
2372;11;117;39;+68.1;104
2373;12;63;30;+78.4;104
2374;13;66;24;+84.0;104
2375;14;49;43;+1 круг;104
2376;15;24;27;+1 круг;104
2377;16;149;27;+1 круг;104
2378;НК;39;39;DNF;104
2379;НК;52;12;DNF;104
2380;НК;83;16;DNF;104
2381;НК;145;16;DNF;104
2382;НК;38;24;DNF;104
2383;НК;156;12;DNF;104
2384;1;99;37;Победитель;105
2385;2;103;31;+3.3;105
2386;3;17;48;+28.0;105
2387;4;93;15;+36.8;105
2388;5;128;37;+52.1;105
2389;6;13;30;+54.5;105
2390;7;1;15;+61.1;105
2391;8;83;16;+64.2;105
2392;9;49;43;+65.3;105
2393;10;145;16;+65.6;105
2394;11;27;43;+71.9;105
2395;12;63;30;+74.2;105
2396;13;68;48;+75.9;105
2397;14;117;39;+82.4;105
2398;15;39;39;+90.8;105
2399;16;149;27;+1 круг;105
2400;17;156;12;+1 круг;105
2401;18;24;27;DNF;105
2402;НК;144;31;DNF;105
2403;НК;38;24;DNF;105
2404;НК;66;24;DNF;105
2405;НК;62;12;DNF;105
2406;1;144;31;Победитель;106
2407;2;103;31;+3.1;106
2408;3;68;48;+25.0;106
2409;4;17;48;+40.7;106
2410;5;99;37;+50.3;106
2411;6;128;37;+59.9;106
2412;7;83;16;+62.5;106
2413;8;13;30;+63.0;106
2414;9;93;15;+63.5;106
2415;10;63;30;+66.1;106
2416;11;49;43;+71.1;106
2417;12;145;16;+72.6;106
2418;13;27;43;+73.0;106
2419;14;66;24;+1 круг;106
2420;15;117;39;+1 круг;106
2421;16;38;24;+1 круг;106
2422;17;52;12;+1 круг;106
2423;18;24;27;+1 круг;106
2424;19;156;12;+2 круга;106
2425;20;39;39;+2 круга;106
2426;НК;1;15;DNF;106
2427;НК;149;27;DNF;106
2428;1;144;31;Победитель;107
2429;2;128;37;+13.5;107
2430;3;99;37;+14.2;107
2431;4;1;15;+15.3;107
2432;5;68;48;+42.1;107
2433;6;27;43;+56.8;107
2434;7;83;16;+59.0;107
2435;8;93;15;+60.6;107
2436;9;145;16;+61.6;107
2437;10;63;30;+62.2;107
2438;11;17;48;+65.0;107
2439;12;66;24;+66.9;107
2440;13;38;24;+68.0;107
2441;14;49;43;+72.0;107
2442;15;156;12;+94.1;107
2443;16;24;27;+94.5;107
2444;17;149;27;+1 круг;107
2445;НК;13;30;DNF;107
2446;НК;117;39;DNF;107
2447;НК;39;39;DNF;107
2448;НК;103;31;DNF;107
2449;НК;52;12;DNF;107
2450;1;144;31;Победитель;108
2451;2;103;31;+9.1;108
2452;3;128;37;+29.1;108
2453;4;99;37;+38.8;108
2454;5;13;30;+67.5;108
2455;6;17;48;+113.7;108
2456;7;68;48;+115.1;108
2457;8;145;16;+115.9;108
2458;9;27;43;+127.6;108
2459;10;83;16;+1 круг;108
2460;11;49;43;+1 круг;108
2461;12;93;15;+1 круг;108
2462;13;39;39;+1 круг;108
2463;14;63;30;+1 круг;108
2464;15;38;24;+1 круг;108
2465;16;66;24;+1 круг;108
2466;17;156;12;+1 круг;108
2467;18;149;27;+1 круг;108
2468;19;52;12;+1 круг;108
2469;20;24;27;DNF;108
2470;21;117;39;DNF;108
2471;НК;1;15;DNF;108
2472;1;144;31;Победитель;109
2473;2;103;31;+13.6;109
2474;3;17;48;+17.4;109
2475;4;13;30;+30.2;109
2476;5;63;30;+53.6;109
2477;6;1;15;+60.0;109
2478;7;99;37;+61.8;109
2479;8;128;37;+66.1;109
2480;9;93;15;+78.8;109
2481;10;83;16;+80.0;109
2482;11;68;48;+80.8;109
2483;12;145;16;+81.3;109
2484;13;27;43;+97.2;109
2485;14;49;43;+1 круг;109
2486;15;39;39;+1 круг;109
2487;16;117;39;+1 круг;109
2488;17;38;24;+1 круг;109
2489;18;66;24;+1 круг;109
2490;19;156;12;+2 круга;109
2491;НК;52;12;DNF;109
2492;НК;149;27;DNF;109
2493;1;144;31;Победитель;110
2494;2;103;31;+4.3;110
2495;3;99;37;+25.5;110
2496;4;68;48;+26.9;110
2497;5;17;48;+30.9;110
2498;6;1;15;+95.2;110
2499;7;128;37;+95.7;110
2500;8;63;30;+100.68;110
2501;9;66;24;+107.87;110
2502;10;27;43;+108.86;110
2503;11;38;24;+1 круг;110
2504;12;13;30;+1 круг;110
2505;13;93;15;+1 круг;110
2506;14;39;39;+1 круг;110
2507;15;49;43;+1 круг;110
2508;НК;145;16;DNF;110
2509;НК;83;16;DNF;110
2510;НК;117;39;DNF;110
2511;1;103;31;Победитель;111
2512;2;144;31;+1.4;111
2513;3;68;48;+41.0;111
2514;4;13;30;+48.6;111
2515;5;128;37;+51.4;111
2516;6;1;15;+61.9;111
2517;7;93;15;+63.7;111
2518;8;145;16;+63.9;111
2519;9;63;30;+70.0;111
2520;10;17;48;+1 круг;111
2521;11;49;43;+1 круг;111
2522;12;66;24;+1 круг;111
2523;13;27;43;+1 круг;111
2524;14;39;39;+1 круг;111
2525;15;83;16;+1 круг;111
2526;16;117;39;+1 круг;111
2527;17;38;24;DNF;111
2528;НК;99;37;DNF;111
2529;1;144;31;Победитель;112
2530;2;68;48;+2.5;112
2531;3;17;48;+28.8;112
2532;4;99;37;+37.2;112
2533;5;13;30;+60.3;112
2534;6;145;16;+62.1;112
2535;7;83;16;+71.0;112
2536;8;128;37;+72.0;112
2537;9;1;15;+85.8;112
2538;10;93;15;+87.8;112
2539;11;63;30;+90.3;112
2540;12;27;43;+91.9;112
2541;13;38;24;+1 круг;112
2542;14;103;31;+1 круг;112
2543;15;39;39;+1 круг;112
2544;16;117;39;+1 круг;112
2545;17;114;12;+1 круг;112
2546;НК;52;12;DNF;112
2547;НК;66;24;DNF;112
2548;НК;49;43;DNF;112
2549;1;144;31;Победитель;113
2550;2;103;31;+1.3;113
2551;3;128;15;+34.5;113
2552;4;68;48;+38.1;113
2553;5;75;39;+95.1;113
2554;6;99;37;+1 круг;113
2555;7;145;16;+1 круг;113
2556;8;156;39;+1 круг;113
2557;9;106;43;+1 круг;113
2558;10;83;16;+1 круг;113
2559;11;13;30;+2 круга;113
2560;НК;93;15;DNF;113
2561;НК;127;43;DNF;113
2562;НК;38;24;DNF;113
2563;НК;66;24;DNF;113
2564;НК;49;37;Не стартовал;113
2565;НК;63;30;Не стартовал;113
2566;1;128;15;Победитель;114
2567;2;144;31;+8.5;114
2568;3;103;31;+12.3;114
2569;4;93;15;+53.8;114
2570;5;17;48;+70.4;114
2571;6;68;48;+73.5;114
2572;7;127;43;+97.7;114
2573;8;106;43;+1 круг;114
2574;9;49;37;+1 круг;114
2575;10;99;37;+1 круг;114
2576;11;38;24;+1 круг;114
2577;12;75;39;+1 круг;114
2578;13;83;16;+1 круг;114
2579;14;145;16;+1 круг;114
2580;15;69;27;+3 круга;114
2581;НК;66;24;DNF;114
2582;НК;13;30;DNF;114
2583;НК;1;30;DNF;114
2584;НК;156;39;DNF;114
2585;1;144;31;Победитель;115
2586;2;103;31;+0.714;115
2587;3;128;15;+2.988;115
2588;4;93;15;+3.835;115
2589;5;68;48;+8.544;115
2590;6;17;48;+9.885;115
2591;7;38;24;+19.008;115
2592;8;75;39;+22.625;115
2593;9;99;37;+32.117;115
2594;10;156;39;+1 круг;115
2595;11;83;16;+1 круг;115
2596;12;1;30;+1 круг;115
2597;13;106;43;+1 круг;115
2598;14;13;30;+1 круг;115
2599;15;114;27;+2 круга;115
2600;16;69;27;+2 круга;115
2601;17;127;43;DNF;115
2602;НК;66;24;DNF;115
2603;НК;49;37;DNF;115
2604;НК;145;16;DNF;115
2605;1;144;31;Победитель;116
2606;2;93;15;+3.380;116
2607;3;103;31;+6.033;116
2608;4;17;48;+42.957;116
2609;5;128;15;+43.989;116
2610;6;99;37;+61.751;116
2611;7;38;24;+84.763;116
2612;8;83;16;+1 круг;116
2613;9;49;37;+1 круг;116
2614;10;68;48;+1 круг;116
2615;11;1;30;+1 круг;116
2616;12;75;39;+1 круг;116
2617;13;145;16;+1 круг;116
2618;14;156;39;+1 круг;116
2619;15;66;24;+1 круг;116
2620;16;114;27;+2 круга;116
2621;17;69;27;+3 круга;116
2622;НК;127;43;DNF;116
2623;НК;106;43;DNF;116
2624;НК;13;30;Не стартовал;116
2625;1;103;31;Победитель;117
2626;2;144;31;+17.551;117
2627;3;128;15;+45.342;117
2628;4;17;48;+59.217;117
2629;5;93;15;+60.002;117
2630;6;68;48;+81.314;117
