Unnamed: 0;Место;Пилот;Команда;Q1;Q2;Q3;gp_ind
1943;2;128;37;2:01.863;1:48.646;2:01.200;85
1944;3;124;37;2:01.597;1:48.641;2:01.325;85
1945;4;103;31;2:01.099;1:48.552;2:02.251;85
1946;5;98;16;2:02.338;1:48.925;2:02.332;85
1947;6;13;30;2:01.301;1:48.641;2:03.075;85
1948;7;38;24;2:02.476;1:48.649;2:03.081;85
1949;8;93;24;2:01.151;1:48.296;2:03.390;85
1950;9;1;15;2:00.190;1:48.309;2:03.482;85
1951;10;68;15;2:01.462;1:49.020;2:04.059;85
1952;11;145;39;2:01.712;1:49.088;-;85
1953;12;117;16;2:02.749;1:49.103;-;85
1954;13;83;30;2:02.425;1:49.304;-;85
1955;14;31;12;2:00.564;1:52.036;-;85
1956;15;24;27;2:02.110;1:52.563;-;85
1957;16;149;27;2:02.948;1:52.762;-;85
1958;17;66;48;2:03.072;-;-;85
1959;18;27;43;2:03.300;-;-;85
1960;19;99;43;2:03.317;-;-;85
1961;20;17;48;2:03.432;-;-;85
1962;21;39;39;2:04.324;-;-;85
1963;22;87;12;2:07.384;-;-;85
1964;1;128;37;1:24.319;1:23.977;1:23.755;86
1965;2;124;37;1:24.923;1:24.263;1:23.968;86
1966;3;145;39;1:24.776;1:24.305;1:24.065;86
1967;4;68;15;1:24.950;1:24.479;1:24.132;86
1968;5;1;15;1:24.661;1:24.227;1:24.142;86
1969;6;103;31;1:24.527;1:24.393;1:24.192;86
1970;7;99;43;1:24.655;1:24.290;1:24.209;86
1971;8;83;30;1:24.635;1:24.592;1:24.502;86
1972;9;13;30;1:24.739;1:24.563;1:24.515;86
1973;10;27;43;1:24.630;1:24.575;1:28.050;86
1974;11;93;24;1:24.819;1:24.610;-;86
1975;12;144;31;1:24.589;1:24.803;-;86
1976;13;38;24;1:24.737;1:24.848;-;86
1977;14;117;16;1:25.030;1:24.932;-;86
1978;15;66;48;1:24.905;1:25.011;-;86
1979;16;98;16;1:25.009;1:25.077;-;86
1980;17;39;39;1:25.226;-;-;86
1981;18;17;48;1:25.291;-;-;86
1982;19;31;12;1:26.406;-;-;86
1983;20;87;12;1:26.563;-;-;86
1984;21;24;27;1:27.085;-;-;86
1985;22;149;27;1:27.480;-;-;86
1986;1;128;37;1:45.376;1:42.905;1:42.841;87
1987;2;103;31;1:45.208;1:43.892;1:42.932;87
1988;3;38;24;1:45.851;1:43.957;1:43.058;87
1989;4;124;37;1:45.271;1:43.727;1:43.152;87
1990;5;144;31;1:44.196;1:43.920;1:43.254;87
1991;6;68;15;1:45.658;1:44.376;1:43.890;87
1992;7;1;15;1:45.115;1:44.153;1:43.938;87
1993;8;13;30;1:45.009;1:44.497;1:44.282;87
1994;9;99;43;1:45.379;1:44.407;1:44.439;87
1995;10;39;39;1:45.483;1:44.245;БВ;87
1996;11;145;39;1:45.381;1:44.555;-;87
1997;12;27;43;1:45.657;1:44.588;-;87
1998;13;93;24;1:45.522;1:44.658;-;87
1999;14;83;30;1:45.164;1:44.752;-;87
2000;15;117;16;1:45.960;1:45.185;-;87
2001;16;17;48;1:45.982;1:45.388;-;87
2002;17;98;16;1:46.121;-;-;87
2003;18;66;48;1:46.619;-;-;87
2004;19;87;12;1:48.111;-;-;87
2005;20;31;12;1:48.320;-;-;87
2006;21;24;27;1:48.830;-;-;87
2007;22;149;27;1:48.930;-;-;87
2008;1;128;37;1:38.683;1:37.569;1:37.202;88
2009;2;144;31;1:38.574;1:37.824;1:37.420;88
2010;3;124;37;1:37.138;1:37.840;1:37.464;88
2011;4;38;24;1:37.065;1:38.076;1:37.531;88
2012;5;103;31;1:38.418;1:38.031;1:37.679;88
2013;6;1;15;1:38.520;1:37.978;1:38.038;88
2014;7;68;15;1:38.884;1:38.295;1:38.223;88
2015;8;145;39;1:38.427;1:37.913;1:38.237;88
2016;9;39;39;1:38.725;1:38.327;1:38.405;88
2017;10;93;24;1:38.341;1:38.181;1:38.822;88
2018;11;83;30;1:39.049;1:38.362;-;88
2019;12;13;30;1:38.882;1:38.365;-;88
2020;13;99;43;1:38.525;1:38.417;-;88
2021;14;117;16;1:38.988;1:38.431;-;88
2022;15;98;16;1:39.185;1:38.718;-;88
2023;16;27;43;1:39.075;1:38.781;-;88
2024;17;17;48;1:39.470;-;-;88
2025;18;66;48;1:39.987;-;-;88
2026;19;87;12;1:40.864;-;-;88
2027;20;31;12;1:40.871;-;-;88
2028;21;24;27;1:41.169;-;-;88
2029;22;149;27;1:41.322;-;-;88
2030;1;124;37;1:32.271;1:31.513;1:30.915;89
2031;2;128;37;1:32.397;1:31.290;1:31.089;89
2032;3;144;31;1:32.340;1:31.636;1:31.253;89
2033;4;38;24;1:31.824;1:31.565;1:31.365;89
2034;5;68;15;1:31.994;1:31.668;1:31.378;89
2035;6;103;31;1:32.244;1:31.764;1:31.397;89
2036;7;145;39;1:32.465;1:31.848;1:31.644;89
2037;8;1;15;1:32.371;1:31.828;1:31.665;89
2038;9;93;24;1:32.377;1:31.662;1:31.684;89
2039;10;13;30;1:32.606;1:31.838;1:31.827;89
2040;11;83;30;1:32.718;1:31.989;-;89
2041;12;98;16;1:32.286;1:31.992;-;89
2042;13;17;48;1:32.613;1:32.013;-;89
2043;14;39;39;1:32.673;1:32.063;-;89
2044;15;66;48;1:32.875;1:32.093;-;89
2045;16;99;43;1:32.804;1:32.485;-;89
2046;17;117;16;1:32.890;-;-;89
2047;18;27;43;1:33.357;-;-;89
2048;19;149;27;1:34.320;-;-;89
2049;20;87;12;1:34.556;-;-;89
2050;21;31;12;1:34.879;-;-;89
2051;22;24;27;1:34.958;-;-;89
2052;1;128;37;1:25.943;1:24.568;1:24.119;90
2053;2;103;31;1:25.833;1:25.304;1:24.871;90
2054;3;144;31;1:25.802;1:25.259;1:24.941;90
2055;4;124;37;1:25.665;1:25.097;1:25.047;90
2056;5;68;15;1:25.793;1:25.389;1:25.201;90
2057;6;93;24;1:25.819;1:25.191;1:25.248;90
2058;7;145;39;1:25.883;1:25.339;1:25.334;90
2059;8;1;15;1:25.934;1:24.885;1:25.826;90
2060;9;83;30;1:26.107;1:25.365;1:26.153;90
2061;10;13;30;1:26.574;1:25.458;1:26.487;90
2062;11;99;43;1:25.673;1:25.519;-;90
2063;12;98;16;1:25.908;1:25.711;-;90
2064;13;117;16;1:26.164;1:25.740;-;90
2065;14;27;43;1:26.155;1:25.798;-;90
2066;15;17;48;1:26.178;1:26.134;-;90
2067;16;39;39;1:26.057;1:26.336;-;90
2068;17;38;24;1:26.577;-;-;90
2069;18;66;48;1:26.842;-;-;90
2070;19;24;27;1:26.970;-;-;90
2071;20;31;12;1:27.105;-;-;90
2072;21;87;12;1:27.487;-;-;90
2073;22;149;27;1:28.138;-;-;90
2074;1;124;37;1:41.568;1:40.575;1:39.957;91
2075;2;128;37;1:41.683;1:40.781;1:40.075;91
2076;3;103;31;1:41.420;1:40.473;1:40.419;91
2077;4;144;31;1:40.693;1:40.477;1:40.501;91
2078;5;93;24;1:41.276;1:40.971;1:40.542;91
2079;6;145;39;1:41.631;1:40.931;1:40.576;91
2080;7;38;24;1:41.447;1:40.948;1:40.997;91
2081;8;68;15;1:41.254;1:40.989;1:41.015;91
2082;9;83;30;1:41.687;1:40.812;1:41.068;91
2083;10;99;43;1:41.884;1:40.852;1:41.111;91
2084;11;1;15;1:41.397;1:41.093;-;91
2085;12;98;16;1:41.676;1:41.133;-;91
2086;13;13;30;1:41.817;1:41.200;-;91
2087;14;27;43;1:41.692;1:41.279;-;91
2088;15;66;48;1:41.365;1:41.395;-;91
2089;16;17;48;1:41.862;1:41.447;-;91
2090;17;39;39;1:41.999;-;-;91
2091;18;117;16;1:42.051;-;-;91
2092;19;31;12;1:43.252;-;-;91
2093;20;24;27;1:43.398;-;-;91
2094;21;87;12;1:43.528;-;-;91
2095;22;149;27;1:44.198;-;-;91
2096;1;128;37;1:38.516;1:37.065;1:36.338;92
2097;2;124;37;1:38.161;1:37.312;1:36.441;92
2098;3;38;24;1:38.676;1:37.523;1:37.155;92
2099;4;145;39;1:38.339;1:37.828;1:37.296;92
2100;5;144;31;1:37.959;1:37.854;1:37.345;92
2101;6;1;15;1:38.929;1:37.368;1:37.376;92
2102;7;83;30;1:38.367;1:38.040;1:37.452;92
2103;8;53;24;1:38.375;1:38.078;1:37.715;92
2104;9;17;48;1:37.821;1:37.439;1:37.836;92
2105;10;39;39;1:38.082;1:38.031;1:38.034;92
2106;11;99;43;1:38.882;1:38.131;-;92
2107;12;98;16;1:38.894;1:38.139;-;92
2108;13;13;30;1:38.588;1:38.217;-;92
2109;14;103;31;1:38.743;1:38.364;-;92
2110;15;68;15;1:39.094;1:38.592;-;92
2111;16;27;43;1:38.880;1:38.696;-;92
2112;17;117;16;1:39.250;-;-;92
2113;18;66;48;1:39.351;-;-;92
2114;19;31;12;1:40.491;-;-;92
2115;20;24;27;1:40.528;-;-;92
2116;21;87;12;1:40.596;-;-;92
2117;22;149;27;1:41.401;-;-;92
2118;1;128;37;1:25.381;1:26.420;1:26.479;93
2119;2;103;31;1:25.556;1:26.626;1:27.102;93
2120;3;1;15;1:26.656;1:26.590;1:27.539;93
2121;4;124;37;1:26.689;1:26.963;1:27.572;93
2122;5;144;31;1:25.342;1:26.698;1:27.677;93
2123;6;38;24;1:26.453;1:26.161;1:27.737;93
2124;7;99;43;1:27.209;1:27.078;1:28.052;93
2125;8;27;43;1:27.124;1:27.363;1:28.081;93
2126;9;68;15;1:26.817;1:27.049;1:28.109;93
2127;10;145;39;1:26.071;1:27.441;1:29.582;93
2128;11;53;24;1:26.266;1:27.456;-;93
2129;12;98;16;1:26.275;1:27.798;-;93
2130;13;17;48;1:26.790;1:27.954;-;93
2131;14;83;30;1:26.741;1:28.269;-;93
2132;15;13;30;1:26.398;1:28.308;-;93
2133;16;117;16;1:26.874;1:28.586;-;93
2134;17;66;48;1:27.367;-;-;93
2135;18;39;39;1:27.445;-;-;93
2136;19;87;12;1:27.843;-;-;93
2137;20;31;12;1:28.320;-;-;93
2138;21;24;27;1:28.366;-;-;93
2139;22;149;27;1:28.950;-;-;93
2140;1;144;31;1:31.699;1:42.890;1:44.231;94
2141;2;99;37;1:30.775;1:42.295;1:44.548;94
2142;3;103;31;1:32.564;1:42.264;1:44.595;94
2143;4;63;30;1:30.949;1:43.247;1:45.745;94
2144;5;1;15;1:31.388;1:42.805;1:45.819;94
2145;6;27;43;1:33.488;1:43.849;1:45.864;94
2146;7;145;16;1:33.893;1:43.658;1:46.030;94
2147;8;49;43;1:33.777;1:44.331;1:47.368;94
2148;9;68;48;1:31.228;1:44.242;1:48.079;94
2149;10;17;48;1:31.601;1:43.852;1:48.147;94
2150;11;13;30;1:31.396;1:44.437;-;94
2151;12;93;15;1:32.439;1:44.494;-;94
2152;13;128;37;1:31.931;1:44.668;-;94
2153;14;117;39;1:33.673;1:45.655;-;94
2154;15;52;12;1:34.274;1:45.867;-;94
2155;16;83;16;1:34.141;1:47.293;-;94
2156;17;149;27;1:34.293;-;-;94
2157;18;24;27;1:34.794;-;-;94
2158;19;39;39;1:35.117;-;-;94
2159;20;156;12;1:35.157;-;-;94
2160;21;38;24;1:36.993;-;-;94
2161;22;66;24;БВ;-;-;94
2162;1;144;31;1:57.202;1:59.041;1:59.431;95
2163;2;128;37;1:57.654;1:59.399;1:59.486;95
2164;3;103;31;1:57.183;1:59.445;2:00.050;95
2165;4;1;15;1:58.889;2:01.356;2:00.175;95
2166;5;99;37;1:58.913;2:00.147;2:00.541;95
2167;6;93;15;1:59.257;2:01.532;2:01.218;95
2168;7;145;16;1:58.883;2:00.839;2:01.712;95
2169;8;63;30;2:00.358;2:02.094;2:02.213;95
2170;9;27;43;2:01.689;2:02.096;2:03.078;95
2171;10;13;30;2:00.889;2:01.810;2:04.053;95
2172;11;49;43;2:01.175;2:02.351;-;95
2173;12;39;39;2:01.134;2:02.369;-;95
2174;13;68;48;2:00.047;2:02.460;-;95
2175;14;83;16;2:00.076;2:02.511;-;95
2176;15;17;48;1:59.709;2:02.756;-;95
2177;16;38;24;2:00.202;2:02.885;-;95
2178;17;66;24;2:02.074;-;-;95
2179;18;117;39;2:02.131;-;-;95
2180;19;24;27;2:02.702;-;-;95
2181;20;52;12;2:03.595;-;-;95
2182;21;149;27;2:03.388;-;-;95
2183;22;156;12;2:04.407;-;-;95
2184;1;103;31;1:35.439;1:33.708;1:33.185;96
2185;2;144;31;1:35.323;1:33.872;1:33.464;96
2186;3;99;37;1:36.220;1:34.592;1:34.051;96
2187;4;17;48;1:34.934;1:34.842;1:34.247;96
2188;5;83;16;1:34.998;1:34.747;1:34.346;96
2189;6;93;15;1:35.234;1:34.925;1:34.368;96
2190;7;13;30;1:35.699;1:34.714;1:34.387;96
2191;8;68;48;1:35.085;1:34.842;1:34.511;96
2192;9;63;30;1:35.288;1:34.904;1:34.712;96
2193;10;1;15;1:35.251;1:34.723;1:34.992;96
2194;11;128;37;1:35.549;1:34.985;-;96
2195;12;145;16;1:34.874;1:35.116;-;96
2196;13;49;43;1:35.395;1:35.145;-;96
2197;14;27;43;1:35.815;1:35.286;-;96
2198;15;39;39;1:36.567;1:35.891;-;96
2199;16;38;24;1:36.654;1:35.908;-;96
2200;17;66;24;1:36.663;-;-;96
2201;18;117;39;1:36.840;-;-;96
2202;19;52;12;1:37.085;-;-;96
2203;20;24;27;1:37.310;-;-;96
2204;21;156;12;1:37.875;-;-;96
2205;22;149;27;1:37.913;-;-;96
2206;1;144;31;1:55.516;1:54.029;1:53.860;97
2207;2;99;37;1:56.641;1:55.302;1:54.455;97
2208;3;128;37;1:55.926;1:54.499;1:54.960;97
2209;4;103;31;1:56.058;1:55.294;1:55.143;97
2210;5;1;15;1:56.961;1:55.765;1:55.637;97
2211;6;68;48;1:56.850;1:56.757;1:56.147;97
2212;7;17;48;1:56.501;1:56.253;1:56.282;97
2213;8;145;16;1:56.913;1:56.847;1:56.366;97
2214;9;27;43;1:57.477;1:56.584;1:56.773;97
2215;10;38;24;1:58.411;1:56.407;1:57.079;97
2216;11;93;15;1:58.279;1:56.860;-;97
2217;12;13;30;1:57.783;1:56.963;-;97
2218;13;49;43;1:57.261;1:57.289;-;97
2219;14;117;39;1:58.138;1:57.393;-;97
2220;15;63;30;1:57.369;1:57.675;-;97
2221;16;83;16;1:58.362;1:58.264;-;97
2222;17;39;39;1:58.988;-;-;97
2223;18;52;12;1:59.260;-;-;97
2224;19;24;27;1:59.326;-;-;97
2225;20;156;12;2:00.646;-;-;97
2226;21;149;27;2:00.865;-;-;97
2227;22;66;24;БВ;-;-;97
2228;1;144;31;1:27.238;1:26.210;1:25.232;98
2229;2;103;31;1:26.764;1:26.088;1:25.400;98
2230;3;99;37;1:28.053;1:26.613;1:26.285;98
2231;4;17;48;1:28.198;1:27.563;1:26.632;98
2232;5;38;24;1:28.472;1:27.258;1:26.960;98
2233;6;93;15;1:28.308;1:27.335;1:27.104;98
2234;7;1;15;1:28.329;1:27.602;1:27.140;98
2235;8;13;30;1:28.279;1:27.570;1:27.335;98
2236;9;68;48;1:28.061;1:27.016;1:27.402;98
2237;10;128;37;1:27.958;1:27.052;БВ;98
2238;11;145;16;1:28.155;1:27.685;-;98
2239;12;83;16;1:28.469;1:28.002;-;98
2240;13;49;43;1:28.074;1:28.039;-;98
2241;14;39;39;1:28.374;1:28.280;-;98
2242;15;63;30;1:28.389;БВ;-;98
2243;16;27;43;1:28.194;БВ;-;98
2244;17;117;39;1:28.563;-;-;98
2245;18;149;27;1:29.586;-;-;98
2246;19;24;27;1:30.177;-;-;98
2247;20;156;12;1:30.312;-;-;98
2248;21;52;12;1:30.375;-;-;98
2249;22;66;24;БВ;-;-;98
2250;1;103;31;1:17.678;1:16.465;1:15.989;99
2251;2;144;31;1:17.823;1:16.354;1:16.048;99
2252;3;99;37;1:17.900;1:17.233;1:16.384;99
2253;4;128;37;1:18.383;1:17.074;1:16.547;99
2254;5;1;15;1:17.853;1:17.200;1:16.686;99
2255;6;93;15;1:17.902;1:17.398;1:17.389;99
2256;7;27;43;1:17.557;1:17.657;1:17.540;99
2257;8;63;30;1:17.978;1:17.609;1:17.555;99
2258;9;49;43;1:18.616;1:17.594;1:18.090;99
2259;10;83;16;1:18.108;1:17.755;1:18.327;99
2260;11;145;16;1:18.432;1:17.846;-;99
2261;12;13;30;1:17.890;1:17.988;-;99
2262;13;17;48;1:18.407;1:18.082;-;99
2263;14;38;24;1:18.335;1:18.196;-;99
2264;15;66;24;1:18.585;1:18.356;-;99
2265;16;68;48;1:18.209;БВ;-;99
2266;17;39;39;1:18.741;-;-;99
2267;18;117;39;1:18.745;-;-;99
2268;19;24;27;1:19.332;-;-;99
2269;20;149;27;1:19.928;-;-;99
2270;21;52;12;1:20.133;-;-;99
2271;22;156;12;1:21.732;-;-;99
2272;1;103;31;1:16.471;1:15.289;1:14.874;100
2273;2;144;31;1:15.750;1:15.054;1:14.953;100
2274;3;128;37;1:17.470;1:16.109;1:15.548;100
2275;4;17;48;1:16.772;1:15.806;1:15.550;100
2276;5;68;48;1:16.666;1:15.773;1:15.578;100
2277;6;99;37;1:17.113;1:15.897;1:15.589;100
2278;7;1;15;1:17.010;1:16.131;1:15.814;100
2279;8;27;43;1:17.178;1:16.255;1:16.162;100
2280;9;13;30;1:16.631;1:16.214;1:16.182;100
2281;10;93;15;1:17.013;1:16.245;1:16.214;100
2282;11;145;16;1:16.897;1:16.300;-;100
2283;12;63;30;1:16.446;1:16.310;-;100
2284;13;83;16;1:18.235;1:16.472;-;100
2285;14;38;24;1:17.732;1:16.687;-;100
2286;15;49;43;1:16.938;1:16.713;-;100
2287;16;117;39;1:17.519;1:17.314;-;100
2288;17;66;24;1:18.328;-;-;100
2289;18;149;27;1:18.348;-;-;100
2290;19;24;27;1:18.359;-;-;100
2291;20;52;12;1:19.278;-;-;100
2292;21;156;12;1:19.820;-;-;100
2293;22;39;39;БВ;-;-;100
2294;1;68;48;1:10.292;1:09.239;1:08.759;101
2295;2;17;48;1:10.356;1:09.096;1:08.846;101
2296;3;103;31;1:09.695;1:08.974;1:08.944;101
2297;4;1;15;1:10.405;1:09.479;1:09.285;101
2298;5;99;37;1:10.395;1:09.638;1:09.466;101
2299;6;63;30;1:10.081;1:09.473;1:09.515;101
2300;7;49;43;1:09.678;1:09.490;1:09.619;101
2301;8;93;15;1:10.285;1:09.657;1:10.795;101
2302;9;144;31;1:09.514;1:09.092;БВ;101
2303;10;145;16;1:10.389;1:09.624;БВ;101
2304;11;83;16;1:10.124;1:09.754;-;101
2305;12;13;30;1:10.252;1:09.780;-;101
2306;13;128;37;1:10.630;1:09.801;-;101
2307;14;66;24;1:10.821;1:09.939;-;101
2308;15;27;43;1:10.161;1:10.073;-;101
2309;16;38;24;1:10.461;1:10.642;-;101
2310;17;117;39;1:10.825;-;-;101
2311;18;39;39;1:11.349;-;-;101
2312;19;24;27;1:11.412;-;-;101
2313;20;52;12;1:11.673;-;-;101
2314;21;149;27;1:11.775;-;-;101
2315;22;156;12;1:12.673;-;-;101
2316;1;103;31;1:40.380;1:35.179;1:35.766;102
2317;2;128;37;1:45.086;1:36.410;1:37.386;102
2318;3;13;30;1:44.425;1:36.579;1:38.200;102
2319;4;145;16;1:41.271;1:37.112;1:38.329;102
2320;5;63;30;1:42.507;1:37.370;1:38.417;102
2321;6;144;31;1:41.058;1:34.870;1:39.232;102
2322;7;83;16;1:42.146;1:37.350;1:40.457;102
2323;8;99;37;1:44.710;1:38.166;1:40.606;102
2324;9;49;43;1:41.032;1:36.813;1:40.707;102
2325;10;27;43;1:43.040;1:37.800;1:40.855;102
2326;11;38;24;1:43.121;1:38.496;-;102
2327;12;24;27;1:41.169;1:38.709;-;102
2328;13;149;27;1:42.082;1:39.800;-;102
2329;14;39;39;1:43.285;1:40.912;-;102
2330;15;66;24;1:43.892;1:44.018;-;102
2331;16;117;39;1:42.603;БВ;-;102
2332;17;17;48;1:45.318;-;-;102
2333;18;68;48;1:45.695;-;-;102
2334;19;1;15;1:45.935;-;-;102
2335;20;93;15;1:46.684;-;-;102
2336;1;103;31;1:17.631;1:17.109;1:16.540;103
2337;2;17;48;1:18.215;1:17.353;1:16.759;103
2338;3;68;48;1:18.381;1:17.370;1:17.078;103
2339;4;63;30;1:18.260;1:17.788;1:17.214;103
2340;5;99;37;1:18.117;1:17.855;1:17.273;103
2341;6;128;37;1:18.194;1:17.646;1:17.577;103
2342;7;1;15;1:18.389;1:17.866;1:17.649;103
2343;8;49;43;1:18.530;1:18.103;1:17.965;103
2344;9;145;16;1:18.927;1:18.017;1:18.014;103
2345;10;83;16;1:18.916;1:18.161;1:18.035;103
2346;11;13;30;1:18.425;1:18.193;-;103
2347;12;93;15;1:18.534;1:18.273;-;103
2348;13;27;43;1:18.496;1:18.285;-;103
2349;14;39;39;1:18.739;1:18.787;-;103
2350;15;38;24;1:18.894;1:18.983;-;103
2351;16;144;31;1:18.683;БВ;-;103
2352;17;117;39;1:19.142;-;-;103
2353;18;24;27;1:19.676;-;-;103
2354;19;66;24;1:20.195;-;-;103
2355;20;52;12;1:20.408;-;-;103
2356;21;149;27;1:20.489;-;-;103
2357;22;156;12;БВ;-;-;103
2358;1;103;31;1:25.227;1:23.310;1:22.715;104
2359;2;128;37;1:25.662;1:23.606;1:23.201;104
2360;3;17;48;1:25.690;1:23.776;1:23.354;104
2361;4;99;37;1:25.495;1:23.676;1:23.391;104
2362;5;1;15;1:26.087;1:24.249;1:23.909;104
2363;6;68;48;1:26.592;1:24.030;1:24.223;104
2364;7;13;30;1:26.612;1:24.502;1:24.294;104
2365;8;27;43;1:24.941;1:24.637;1:24.720;104
2366;9;145;16;1:26.149;1:24.647;1:24.775;104
2367;10;63;30;1:26.578;1:24.585;БВ;104
2368;11;49;43;1:25.361;1:24.706;-;104
2369;12;117;39;1:26.027;1:25.136;-;104
2370;13;83;16;1:25.910;1:25.211;-;104
2371;14;39;39;1:25.709;1:25.260;-;104
2372;15;38;24;1:26.136;1:25.337;-;104
2373;16;24;27;1:26.728;1:27.419;-;104
2374;17;93;15;1:26.792;-;-;104
2375;18;52;12;1:27.139;-;-;104
2376;19;149;27;1:27.819;-;-;104
2377;20;156;12;1:28.643;-;-;104
2378;21;144;31;БВ;-;-;104
2379;22;66;24;БВ;-;-;104
2380;1;103;31;2:07.130;2:06.723;2:05.591;105
2381;2;144;31;2:07.280;2:06.609;2:05.819;105
2382;3;128;37;2:10.105;2:08.868;2:07.717;105
2383;4;1;15;2:10.197;2:08.450;2:07.786;105
2384;5;99;37;2:10.089;2:08.989;2:07.911;105
2385;6;17;48;2:09.250;2:08.451;2:08.049;105
2386;7;63;30;2:11.081;2:08.901;2:08.679;105
2387;8;93;15;2:09.885;2:08.646;2:08.780;105
2388;9;68;48;2:08.403;2:08.833;2:09.178;105
2389;10;13;30;2:10.529;2:09.272;2:09.776;105
2390;11;49;43;2:10.445;2:09.377;-;105
2391;12;27;43;2:09.811;2:09.805;-;105
2392;13;83;16;2:10.666;2:10.084;-;105
2393;14;117;39;2:11.051;2:10.238;-;105
2394;15;38;24;2:10.898;2:11.087;-;105
2395;16;24;27;2:11.051;2:12.470;-;105
2396;17;66;24;2:11.261;-;-;105
2397;18;145;16;2:11.267;-;-;105
2398;19;149;27;2:12.566;-;-;105
2399;20;39;39;2:13.414;-;-;105
2400;21;62;12;2:13.469;-;-;105
2401;22;156;12;2:14.438;-;-;105
2402;1;144;31;1:25.363;1:24.560;1:24.109;106
2403;2;103;31;1:25.493;1:24.600;1:24.383;106
2404;3;17;48;1:26.012;1:24.858;1:24.697;106
2405;4;68;48;1:25.528;1:25.046;1:24.865;106
2406;5;63;30;1:26.337;1:25.973;1:25.314;106
2407;6;13;30;1:26.328;1:25.630;1:25.379;106
2408;7;1;15;1:26.514;1:25.525;1:25.430;106
2409;8;128;37;1:26.631;1:25.769;1:25.436;106
2410;9;99;37;1:26.721;1:25.946;1:25.709;106
2411;10;83;16;1:26.569;1:25.863;1:25.944;106
2412;11;49;43;1:26.261;1:26.070;-;106
2413;12;93;15;1:26.689;1:26.110;-;106
2414;13;27;43;1:26.140;1:26.157;-;106
2415;14;145;16;1:26.371;1:26.279;-;106
2416;15;117;39;1:27.034;1:26.588;-;106
2417;16;39;39;1:26.999;1:26.692;-;106
2418;17;66;24;1:27.520;-;-;106
2419;18;38;24;1:27.632;-;-;106
2420;19;52;12;1:27.671;-;-;106
2421;20;24;27;1:27.738;-;-;106
2422;21;149;27;1:28.247;-;-;106
2423;22;156;12;1:28.562;-;-;106
2424;1;144;31;1:46.921;1:46.287;1:45.681;107
2425;2;103;31;1:47.244;1:45.825;1:45.688;107
2426;3;99;37;1:47.488;1:46.493;1:45.854;107
2427;4;128;37;1:47.476;1:46.586;1:45.902;107
2428;5;1;15;1:46.889;1:46.328;1:45.907;107
2429;6;68;48;1:47.615;1:46.472;1:46.000;107
2430;7;93;15;1:46.685;1:46.359;1:46.170;107
2431;8;17;48;1:47.196;1:46.622;1:46.187;107
2432;9;63;30;1:47.976;1:46.700;1:46.250;107
2433;10;49;43;1:47.656;1:46.926;1:47.362;107
2434;11;13;30;1:47.161;1:46.943;-;107
2435;12;27;43;1:47.407;1:46.989;-;107
2436;13;145;16;1:47.370;1:47.308;-;107
2437;14;39;39;1:47.970;1:47.333;-;107
2438;15;83;16;1:48.143;1:47.575;-;107
2439;16;38;24;1:47.862;1:47.812;-;107
2440;17;117;39;1:48.324;-;-;107
2441;18;66;24;1:49.063;-;-;107
2442;19;24;27;1:49.440;-;-;107
2443;20;52;12;1:50.405;-;-;107
2444;21;149;27;1:50.473;-;-;107
2445;22;156;12;1:52.287;-;-;107
2446;1;103;31;1:33.671;1:32.950;1:32.506;108
2447;2;144;31;1:33.611;1:32.982;1:32.703;108
2448;3;17;48;1:34.301;1:33.443;1:33.128;108
2449;4;68;48;1:34.483;1:33.551;1:33.527;108
2450;5;1;15;1:34.497;1:33.675;1:33.740;108
2451;6;99;37;1:35.593;1:34.466;1:34.075;108
2452;7;63;30;1:34.930;1:34.229;1:34.242;108
2453;8;13;30;1:35.150;1:34.648;1:34.317;108
2454;9;128;37;1:35.517;1:34.784;1:34.432;108
2455;10;93;15;1:34.984;1:34.771;1:34.548;108
2456;11;27;43;1:35.155;1:34.984;-;108
2457;12;83;16;1:35.439;1:35.089;-;108
2458;13;49;43;1:35.210;1:35.092;-;108
2459;14;145;16;1:35.000;1:35.099;-;108
2460;15;117;39;1:35.736;1:35.364;-;108
2461;16;39;39;1:35.308;1:35.681;-;108
2462;17;66;24;1:35.917;;;108
2463;18;38;24;1:35.984;-;-;108
2464;19;156;12;1:36.813;-;-;108
2465;20;24;27;1:36.943;-;-;108
2466;21;52;12;1:37.015;-;-;108
2467;22;149;27;1:37.481;-;-;108
2468;1;144;31;1:38.759;1:38.338;1:38.513;109
2469;2;103;31;1:39.076;1:38.606;1:38.713;109
2470;3;17;48;1:39.125;1:38.971;1:38.920;109
2471;4;13;30;1:39.560;1:39.381;1:39.121;109
2472;5;49;43;1:40.074;1:39.296;1:39.277;109
2473;6;63;30;1:39.735;1:39.022;1:39.629;109
2474;7;99;37;1:40.519;1:39.666;1:39.635;109
2475;8;1;15;1:40.255;1:39.786;1:39.709;109
2476;9;93;15;1:40.098;1:39.838;1:39.771;109
2477;10;27;43;1:40.354;1:39.929;1:40.020;109
2478;11;128;37;1:40.382;1:40.052;-;109
2479;12;145;16;1:40.273;1:40.058;-;109
2480;13;83;16;1:40.723;1:40.163;-;109
2481;14;39;39;1:41.159;1:40.536;-;109
2482;15;117;39;1:40.766;1:40.984;-;109
2483;16;38;24;1:42.526;1:41.397;-;109
2484;17;156;12;1:42.648;-;-;109
2485;18;68;48;1:43.064;-;-;109
